"station","year","month","day","daily_rainfall_total_mm","highest_30_min_rainfall_mm","highest_60_min_rainfall_mm","highest_120_min_rainfall_mm","mean_temperature_c","maximum_temperature_c","minimum_temperature_c","mean_wind_speed_km_h","max_wind_speed_km_h","mean_temperature_a_c","maximum_temperature_a_c","minimum_temperature_a_c"
"Changi","2020","12","12","30.0","13.4","17.2","25.6",NA,NA,NA,"7.1","35.2","26.2","31.4","23.0"
"Changi","2020","12","13","1.8","0.6","0.8","0.8",NA,NA,NA,"6.6","29.6","27.0","31.7","23.7"
"Changi","2020","12","14","20.6","8.4","13.4","15.4",NA,NA,NA,"5.6","27.8","26.4","31.9","23.4"
"Changi","2020","12","15","0.0","0.0","0.0","0.0",NA,NA,NA,"6.9","31.5","27.2","31.9","24.5"
"Changi","2020","12","16","12.2","6.2","7.4","7.4",NA,NA,NA,"4.8","31.5","25.9","29.5","24.2"
"Changi","2020","12","17","0.0","0.0","0.0","0.0",NA,NA,NA,"6.4","25.9","26.7","31.1","24.7"
"Changi","2020","12","18","19.4","11.6","13.8","14.0",NA,NA,NA,"5.3","31.5","25.5","27.0","23.0"
"Changi","2020","12","19","0.6","0.6","0.6","0.6",NA,NA,NA,"6.9","24.1","26.6","30.2","24.5"
"Changi","2020","12","20","1.6","1.4","1.6","1.6",NA,NA,NA,"8.4","31.5","26.9","31.4","24.8"
"Changi","2020","12","21","0.0","0.0","0.0","0.0",NA,NA,NA,"6.3","31.5","27.3","31.1","25.2"
"Changi","2020","12","22","0.0","0.0","0.0","0.0",NA,NA,NA,"8.1","27.8","28.0","32.4","25.1"
"Changi","2020","12","23","5.6","2.8","3.6","3.6",NA,NA,NA,"6.8","29.6","27.6","32.7","25.4"
"Changi","2020","12","24","7.6","4.6","7.4","7.6",NA,NA,NA,"4.6","20.4","26.8","29.5","24.3"
"Changi","2020","12","25","14.2","13.8","14.0","14.2",NA,NA,NA,"9.0","29.6","28.0","32.5","25.1"
"Changi","2020","12","26","1.2","1.0","1.2","1.2",NA,NA,NA,"10.4","31.5","27.5","31.5","23.9"
"Changi","2020","12","27","2.2","2.0","2.2","2.2",NA,NA,NA,"9.4","27.8","27.2","31.8","24.1"
"Changi","2020","12","28","0.0","0.0","0.0","0.0",NA,NA,NA,"12.5","35.2","28.1","31.7","26.0"
"Changi","2020","12","29","3.2","2.6","2.6","2.6",NA,NA,NA,"6.0","25.9","26.6","30.3","24.9"
"Changi","2020","12","30","0.0","0.0","0.0","0.0",NA,NA,NA,"10.1","33.3","27.8","31.8","25.1"
"Changi","2020","12","31","0.0","0.0","0.0","0.0",NA,NA,NA,"9.6","35.2","27.7","31.7","25.3"
"Changi","2021","1","1","134.4","21.2","29.6","45.4",NA,NA,NA,"9.6","44.4","24.5","26.0","21.9"
"Changi","2021","1","2","210.6","23.6","40.2","61.6",NA,NA,NA,"7.9","37.0","23.1","24.1","21.7"
"Changi","2021","1","3","5.6","1.0","2.0","2.6",NA,NA,NA,"4.5","14.8","24.0","25.0","21.7"
"Changi","2021","1","4","0.0","0.0","0.0","0.0",NA,NA,NA,"5.1","18.5","25.2","28.0","22.9"
"Changi","2021","1","5","4.2","4.2","4.2","4.2",NA,NA,NA,"8.8","29.6","26.3","31.6","23.8"
"Changi","2021","1","6","0.8","0.6","0.6","0.6",NA,NA,NA,"7.3","29.6","26.6","29.9","24.8"
"Changi","2021","1","7","7.2","2.6","3.6","4.4",NA,NA,NA,"5.8","18.5","24.3","25.3","23.7"
"Changi","2021","1","8","40.6","19.6","21.6","22.6",NA,NA,NA,"8.6","37.0","25.3","28.5","23.4"
"Changi","2021","1","9","23.8","9.8","11.8","13.2",NA,NA,NA,"7.9","37.0","25.6","28.7","23.9"
"Changi","2021","1","10","204.0","22.0","36.8","54.6",NA,NA,NA,"8.5","33.3","23.9","24.6","23.3"
"Changi","2021","1","11","2.4","0.4","0.8","1.2",NA,NA,NA,"11.5","37.0","25.8","28.6","24.3"
"Changi","2021","1","12","13.0","9.0","9.0","9.0",NA,NA,NA,"14.1","-","25.7","28.9","23.9"
"Changi","2021","1","13","2.0","1.0","1.0","1.2",NA,NA,NA,"10.2","42.6","25.4","27.7","23.6"
"Changi","2021","1","14","0.0","0.2","0.2","0.2",NA,NA,NA,"8.6","31.5","25.7","29.0","23.3"
"Changi","2021","1","15","0.0","0.0","0.0","0.0",NA,NA,NA,"11.5","29.6","26.8","30.5","24.4"
"Changi","2021","1","16","0.0","0.0","0.0","0.0",NA,NA,NA,"12.6","31.5","27.0","30.0","24.9"
"Changi","2021","1","17","0.0","0.0","0.0","0.0",NA,NA,NA,"15.4","38.9","27.1","30.5","25.2"
"Changi","2021","1","18","0.0","0.0","0.0","0.0",NA,NA,NA,"15.9","48.2","26.5","28.9","25.2"
"Changi","2021","1","19","0.0","0.0","0.0","0.0",NA,NA,NA,"12.0","35.2","26.4","29.7","24.0"
"Changi","2021","1","20","0.0","0.0","0.0","0.0",NA,NA,NA,"9.4","31.5","26.4","29.6","24.0"
"Changi","2021","1","21","0.8","0.4","0.6","0.8",NA,NA,NA,"10.0","31.5","26.5","30.7","24.1"
"Changi","2021","1","22","3.2","3.0","3.2","3.2",NA,NA,NA,"9.3","27.8","26.3","30.8","24.1"
"Changi","2021","1","23","28.4","16.4","27.2","28.4",NA,NA,NA,"10.1","38.9","26.1","30.6","23.0"
"Changi","2021","1","24","0.0","0.0","0.0","0.0",NA,NA,NA,"11.4","31.5","26.7","31.2","23.5"
"Changi","2021","1","25","0.0","0.0","0.0","0.0",NA,NA,NA,"11.5","31.5","27.4","31.6","25.1"
"Changi","2021","1","26","0.0","0.0","0.0","0.0",NA,NA,NA,"11.2","31.5","27.3","31.5","24.6"
"Changi","2021","1","27","0.0","0.0","0.0","0.0",NA,NA,NA,"9.6","31.5","26.8","30.2","24.4"
"Changi","2021","1","28","10.8","10.6","10.8","10.8",NA,NA,NA,"10.7","33.3","26.4","30.4","23.1"
"Changi","2021","1","29","0.0","0.0","0.0","0.0",NA,NA,NA,"12.3","35.2","26.9","30.6","24.5"
"Changi","2021","1","30","0.0","0.0","0.0","0.0",NA,NA,NA,"12.9","40.7","27.0","30.5","24.7"
"Changi","2021","1","31","1.0","0.4","0.6","0.6",NA,NA,NA,"11.3","35.2","26.4","30.3","24.1"
"Changi","2021","2","1","0.0","0.0","0.0","0.0",NA,NA,NA,"11.9","35.2","26.9","30.1","24.6"
"Changi","2021","2","2","0.0","0.0","0.0","0.0",NA,NA,NA,"12.0","35.2","26.9","30.3","25.4"
"Changi","2021","2","3","0.0","0.0","0.0","0.0",NA,NA,NA,"12.7","38.9","27.0","30.3","25.1"
"Changi","2021","2","4","0.0","0.0","0.0","0.0",NA,NA,NA,"13.4","40.7","26.7","30.8","24.5"
"Changi","2021","2","5","0.0","0.0","0.0","0.0",NA,NA,NA,"12.3","37.0","26.8","31.6","23.7"
"Changi","2021","2","6","0.0","0.0","0.0","0.0",NA,NA,NA,"15.7","38.9","27.6","31.5","25.6"
"Changi","2021","2","7","0.0","0.0","0.0","0.0",NA,NA,NA,"12.6","35.2","27.6","32.7","24.6"
"Changi","2021","2","8","0.0","0.0","0.0","0.0",NA,NA,NA,"13.3","37.0","27.6","32.1","24.7"
"Changi","2021","2","9","0.0","0.0","0.0","0.0",NA,NA,NA,"13.0","33.3","27.7","32.1","25.0"
"Changi","2021","2","10","0.0","0.0","0.0","0.0",NA,NA,NA,"11.6","33.3","27.4","31.4","25.2"
"Changi","2021","2","11","0.6","0.6","0.6","0.6",NA,NA,NA,"13.0","31.5","27.6","31.9","25.1"
"Changi","2021","2","12","0.4","0.4","0.4","0.4",NA,NA,NA,"12.8","37.0","27.5","31.7","25.6"
"Changi","2021","2","13","0.0","0.0","0.0","0.0",NA,NA,NA,"14.7","35.2","27.7","32.2","25.5"
"Changi","2021","2","14","0.0","0.0","0.0","0.0",NA,NA,NA,"15.7","37.0","27.1","31.1","25.2"
"Changi","2021","2","15","0.0","0.0","0.0","0.0",NA,NA,NA,"15.8","38.9","27.0","30.7","24.7"
"Changi","2021","2","16","0.0","0.0","0.0","0.0",NA,NA,NA,"14.2","35.2","26.6","30.6","24.4"
"Changi","2021","2","17","0.0","0.0","0.0","0.0",NA,NA,NA,"14.1","37.0","27.0","31.2","24.4"
"Changi","2021","2","18","0.0","0.0","0.0","0.0",NA,NA,NA,"16.8","42.6","26.9","31.1","24.1"
"Changi","2021","2","19","0.0","0.0","0.0","0.0",NA,NA,NA,"16.4","42.6","27.1","31.1","25.1"
"Changi","2021","2","20","0.0","0.0","0.0","0.0",NA,NA,NA,"16.8","38.9","27.2","31.5","25.3"
"Changi","2021","2","21","0.0","0.0","0.0","0.0",NA,NA,NA,"15.7","37.0","27.2","31.9","24.9"
"Changi","2021","2","22","0.0","0.0","0.0","0.0",NA,NA,NA,"14.5","37.0","27.2","31.6","24.8"
"Changi","2021","2","23","0.0","0.0","0.0","0.0",NA,NA,NA,"13.2","31.5","27.1","32.9","24.1"
"Changi","2021","2","24","0.0","0.0","0.0","0.0",NA,NA,NA,"10.6","29.6","26.7","31.2","24.0"
"Changi","2021","2","25","0.0","0.0","0.0","0.0",NA,NA,NA,"9.3","25.9","27.4","32.3","24.1"
"Changi","2021","2","26","0.0","0.0","0.0","0.0",NA,NA,NA,"9.3","35.2","27.6","33.7","24.2"
"Changi","2021","2","27","0.0","0.0","0.0","0.0",NA,NA,NA,"7.7","27.8","28.2","33.0","25.2"
"Changi","2021","2","28","0.0","0.0","0.0","0.0",NA,NA,NA,"11.4","29.6","28.3","33.5","25.4"
"Changi","2021","3","1","0.0","0.0","0.0","0.0",NA,NA,NA,"10.3","27.8","28.3","34.2","25.4"
"Changi","2021","3","2","0.0","0.0","0.0","0.0",NA,NA,NA,"13.5","35.2","28.3","33.8","25.3"
"Changi","2021","3","3","0.0","0.0","0.0","0.0",NA,NA,NA,"11.7","37.0","28.5","33.0","25.6"
"Changi","2021","3","4","0.0","0.0","0.0","0.0",NA,NA,NA,"13.0","38.9","28.5","33.3","25.4"
"Changi","2021","3","5","0.0","0.0","0.0","0.0",NA,NA,NA,"14.0","35.2","28.8","34.0","26.2"
"Changi","2021","3","6","0.0","0.0","0.0","0.0",NA,NA,NA,"16.0","40.7","28.8","33.7","26.1"
"Changi","2021","3","7","36.4","28.2","33.4","35.2",NA,NA,NA,"8.7","35.2","26.5","33.6","23.0"
"Changi","2021","3","8","0.0","0.2","0.2","0.2",NA,NA,NA,"11.8","35.2","27.7","33.3","23.7"
"Changi","2021","3","9","0.0","0.0","0.0","0.0",NA,NA,NA,"13.3","38.9","28.0","32.8","24.9"
"Changi","2021","3","10","0.0","0.0","0.0","0.0",NA,NA,NA,"12.7","40.7","28.1","33.1","24.7"
"Changi","2021","3","11","0.0","0.0","0.0","0.0",NA,NA,NA,"12.2","37.0","28.3","33.0","25.0"
"Changi","2021","3","12","3.8","2.2","2.4","2.4",NA,NA,NA,"6.3","29.6","27.4","30.9","24.6"
"Changi","2021","3","13","0.0","0.0","0.0","0.0",NA,NA,NA,"10.3","29.6","28.0","33.2","24.8"
"Changi","2021","3","14","12.0","5.6","7.0","12.0",NA,NA,NA,"9.6","29.6","27.5","32.0","24.8"
"Changi","2021","3","15","19.4","18.6","19.4","19.4",NA,NA,NA,"12.3","31.5","27.7","32.9","24.0"
"Changi","2021","3","16","1.4","1.4","1.4","1.4",NA,NA,NA,"10.5","25.9","28.0","31.9","25.5"
"Changi","2021","3","17","0.6","0.4","0.6","0.6",NA,NA,NA,"7.3","33.3","27.5","32.7","24.7"
"Changi","2021","3","18","0.0","0.0","0.0","0.0",NA,NA,NA,"8.0","29.6","28.1","33.1","26.0"
"Changi","2021","3","19","0.0","0.0","0.0","0.0",NA,NA,NA,"9.7","29.6","28.7","33.2","26.0"
"Changi","2021","3","20","0.6","0.4","0.6","0.6",NA,NA,NA,"9.0","35.2","28.0","32.6","26.2"
"Changi","2021","3","21","0.0","0.0","0.0","0.0",NA,NA,NA,"9.0","29.6","28.9","33.5","25.6"
"Changi","2021","3","22","0.0","0.0","0.0","0.0",NA,NA,NA,"12.9","48.2","28.6","33.5","25.7"
"Changi","2021","3","23","1.2","0.8","0.8","0.8",NA,NA,NA,"10.2","35.2","28.0","33.2","25.3"
"Changi","2021","3","24","38.0","10.2","17.0","22.2",NA,NA,NA,"5.2","33.3","25.7","30.6","24.3"
"Changi","2021","3","25","1.6","1.2","1.4","1.4",NA,NA,NA,"7.3","27.8","26.2","29.2","24.5"
"Changi","2021","3","26","0.0","0.0","0.0","0.0",NA,NA,NA,"10.0","31.5","28.3","32.3","25.8"
"Changi","2021","3","27","13.2","5.2","9.2","13.2",NA,NA,NA,"6.2","38.9","27.1","31.3","24.1"
"Changi","2021","3","28","0.0","0.0","0.0","0.0",NA,NA,NA,"6.3","24.1","28.4","33.0","25.0"
"Changi","2021","3","29","8.8","5.0","8.4","8.8",NA,NA,NA,"6.8","24.1","27.5","32.5","24.8"
"Changi","2021","3","30","11.8","11.6","11.8","11.8",NA,NA,NA,"5.0","29.6","27.7","32.9","25.1"
"Changi","2021","3","31","33.6","16.8","26.8","33.0",NA,NA,NA,"7.3","35.2","28.5","34.0","23.3"
"Changi","2021","4","1","0.0","0.0","0.0","0.0",NA,NA,NA,"8.7","35.2","30.4","34.3","26.9"
"Changi","2021","4","2","11.4","6.6","9.6","11.2",NA,NA,NA,"5.7","25.9","28.6","34.7","24.8"
"Changi","2021","4","3","2.0","1.2","1.2","2.0",NA,NA,NA,"5.2","37.0","27.8","33.3","26.0"
"Changi","2021","4","4","42.0","18.4","24.6","26.6",NA,NA,NA,"5.6","29.6","27.0","29.2","23.8"
"Changi","2021","4","5","33.8","24.4","31.4","32.6",NA,NA,NA,"5.3","42.6","27.0","32.7","24.5"
"Changi","2021","4","6","0.0","0.0","0.0","0.0",NA,NA,NA,"8.2","31.5","28.4","32.9","25.1"
"Changi","2021","4","7","0.0","0.0","0.0","0.0",NA,NA,NA,"9.9","35.2","29.2","33.3","26.1"
"Changi","2021","4","8","33.0","19.6","30.2","30.8",NA,NA,NA,"6.1","31.5","27.8","33.1","24.6"
"Changi","2021","4","9","0.2","0.2","0.2","0.2",NA,NA,NA,"8.5","31.5","28.5","32.2","24.9"
"Changi","2021","4","10","0.0","0.0","0.0","0.0",NA,NA,NA,"9.7","31.5","29.2","33.2","26.1"
"Changi","2021","4","11","0.0","0.0","0.0","0.0",NA,NA,NA,"9.5","29.6","29.2","33.3","26.6"
"Changi","2021","4","12","12.4","12.2","12.2","12.2",NA,NA,NA,"9.9","31.5","28.5","32.7","23.2"
"Changi","2021","4","13","0.0","0.0","0.0","0.0",NA,NA,NA,"7.3","24.1","28.8","32.1","26.7"
"Changi","2021","4","14","0.0","0.0","0.0","0.0",NA,NA,NA,"6.3","25.9","28.5","32.5","24.6"
"Changi","2021","4","15","18.4","12.6","15.6","16.4",NA,NA,NA,"5.4","27.8","26.8","32.5","23.5"
"Changi","2021","4","16","0.2","0.2","0.2","0.2",NA,NA,NA,"3.4","18.5","27.7","30.4","25.5"
"Changi","2021","4","17","83.8","21.8","42.6","69.2",NA,NA,NA,"5.0","31.5","25.8","31.2","23.1"
"Changi","2021","4","18","0.0","0.0","0.0","0.0",NA,NA,NA,"6.0","22.2","28.0","32.6","24.5"
"Changi","2021","4","19","0.0","0.0","0.0","0.0",NA,NA,NA,"5.5","24.1","28.4","32.6","26.0"
"Changi","2021","4","20","0.0","0.0","0.0","0.0",NA,NA,NA,"7.2","31.5","29.0","32.8","25.6"
"Changi","2021","4","21","0.0","0.0","0.0","0.0",NA,NA,NA,"7.4","31.5","29.1","32.8","27.1"
"Changi","2021","4","22","10.8","8.0","9.6","10.6",NA,NA,NA,"5.6","22.2","27.2","31.1","25.2"
"Changi","2021","4","23","0.0","0.2","0.2","0.2",NA,NA,NA,"5.6","29.6","29.1","33.1","26.0"
"Changi","2021","4","24","32.0","15.0","15.4","16.4",NA,NA,NA,"4.3","35.2","26.4","28.1","23.5"
"Changi","2021","4","25","0.0","0.0","0.0","0.0",NA,NA,NA,"7.7","25.9","28.8","32.6","25.2"
"Changi","2021","4","26","8.8","8.0","8.8","8.8",NA,NA,NA,"6.6","38.9","28.3","32.9","25.1"
"Changi","2021","4","27","1.6","1.6","1.6","1.6",NA,NA,NA,"5.3","24.1","27.7","31.7","25.7"
"Changi","2021","4","28","0.0","0.0","0.0","0.0",NA,NA,NA,"7.3","27.8","28.4","32.7","25.2"
"Changi","2021","4","29","0.0","0.0","0.0","0.0",NA,NA,NA,"8.9","37.0","29.0","33.4","26.5"
"Changi","2021","4","30","0.0","0.0","0.0","0.0",NA,NA,NA,"8.0","33.3","28.7","32.7","26.3"
"Changi","2021","5","1","0.2","0.2","0.2","0.2",NA,NA,NA,"8.8","29.6","28.4","31.9","25.8"
"Changi","2021","5","2","0.0","0.2","0.2","0.2",NA,NA,NA,"9.3","31.5","29.4","33.4","26.1"
"Changi","2021","5","3","0.0","0.0","0.0","0.0",NA,NA,NA,"8.2","35.2","29.5","33.5","27.1"
"Changi","2021","5","4","0.0","0.0","0.0","0.0",NA,NA,NA,"7.4","24.1","29.4","33.2","26.4"
"Changi","2021","5","5","0.0","0.0","0.0","0.0",NA,NA,NA,"6.2","31.5","28.1","32.3","26.1"
"Changi","2021","5","6","23.2","21.0","21.4","22.6",NA,NA,NA,"3.5","33.3","27.5","31.1","24.3"
"Changi","2021","5","7","0.2","0.2","0.2","0.2",NA,NA,NA,"6.5","25.9","28.5","32.8","26.2"
"Changi","2021","5","8","0.0","0.2","0.2","0.2",NA,NA,NA,"4.9","22.2","28.2","30.9","26.4"
"Changi","2021","5","9","6.8","6.4","6.4","6.6",NA,NA,NA,"5.5","31.5","27.8","33.1","26.2"
"Changi","2021","5","10","0.0","0.0","0.0","0.0",NA,NA,NA,"8.3","33.3","29.3","33.6","26.3"
"Changi","2021","5","11","0.0","0.0","0.0","0.0",NA,NA,NA,"10.0","38.9","29.7","33.6","25.9"
"Changi","2021","5","12","34.8","19.8","30.8","34.8",NA,NA,NA,"6.8","29.6","28.0","31.6","24.9"
"Changi","2021","5","13","0.0","0.0","0.0","0.0",NA,NA,NA,"6.8","25.9","29.0","32.6","26.1"
"Changi","2021","5","14","39.8","32.8","38.4","39.6",NA,NA,NA,"3.5","22.2","28.4","30.6","25.0"
"Changi","2021","5","15","20.6","12.2","13.6","18.4",NA,NA,NA,"6.6","35.2","28.0","31.1","24.7"
"Changi","2021","5","16","0.0","0.0","0.0","0.0",NA,NA,NA,"6.8","35.2","29.3","33.4","26.5"
"Changi","2021","5","17","5.6","5.0","5.6","5.6",NA,NA,NA,"6.0","35.2","28.6","30.9","22.9"
"Changi","2021","5","18","25.8","12.4","13.4","13.6",NA,NA,NA,"6.4","25.9","26.4","28.7","23.0"
"Changi","2021","5","19","3.0","2.8","3.0","3.0",NA,NA,NA,"4.3","14.8","27.7","30.0","25.8"
"Changi","2021","5","20","0.0","0.0","0.0","0.0",NA,NA,NA,"5.5","24.1","28.8","31.8","25.7"
"Changi","2021","5","21","49.8","27.8","42.2","49.4",NA,NA,NA,"6.8","35.2","27.8","32.6","24.3"
"Changi","2021","5","22","0.0","0.0","0.0","0.0",NA,NA,NA,"6.3","27.8","27.8","30.3","26.0"
"Changi","2021","5","23","0.0","0.0","0.0","0.0",NA,NA,NA,"7.3","25.9","29.5","32.3","27.1"
"Changi","2021","5","24","0.0","0.0","0.0","0.0",NA,NA,NA,"9.3","29.6","29.8","33.3","27.5"
"Changi","2021","5","25","0.0","0.0","0.0","0.0",NA,NA,NA,"13.8","40.7","30.0","32.8","28.1"
"Changi","2021","5","26","0.0","0.0","0.0","0.0",NA,NA,NA,"10.3","29.6","29.6","32.4","27.9"
"Changi","2021","5","27","1.0","1.0","1.0","1.0",NA,NA,NA,"7.3","27.8","29.4","33.2","27.4"
"Changi","2021","5","28","0.0","0.0","0.0","0.0",NA,NA,NA,"7.6","31.5","29.2","33.4","26.5"
"Changi","2021","5","29","35.0","27.8","34.4","35.0",NA,NA,NA,"7.5","35.2","28.3","30.6","24.7"
"Changi","2021","5","30","0.0","0.0","0.0","0.0",NA,NA,NA,"5.6","33.3","29.1","33.5","26.9"
"Changi","2021","5","31","0.0","0.0","0.0","0.0",NA,NA,NA,"7.3","33.3","29.3","31.9","27.4"
"Changi","2021","6","1","0.0","0.0","0.0","0.0",NA,NA,NA,"7.1","46.3","29.2","32.3","27.7"
"Changi","2021","6","2","0.4","0.4","0.4","0.4",NA,NA,NA,"11.0","35.2","29.3","32.5","27.4"
"Changi","2021","6","3","1.2","1.2","1.2","1.2",NA,NA,NA,"11.1","40.7","29.6","32.5","27.3"
"Changi","2021","6","4","0.0","0.0","0.0","0.0",NA,NA,NA,"9.3","35.2","30.0","33.7","27.5"
"Changi","2021","6","5","0.6","0.4","0.4","0.4",NA,NA,NA,"6.9","35.2","29.6","32.4","27.0"
"Changi","2021","6","6","0.0","0.0","0.0","0.0",NA,NA,NA,"7.0","25.9","29.7","33.0","26.6"
"Changi","2021","6","7","0.8","0.4","0.4","0.8",NA,NA,NA,"10.0","33.3","29.6","32.1","27.3"
"Changi","2021","6","8","0.0","0.0","0.0","0.0",NA,NA,NA,"8.3","33.3","29.3","32.0","26.3"
"Changi","2021","6","9","2.4","1.8","2.4","2.4",NA,NA,NA,"5.3","31.5","28.8","31.3","25.8"
"Changi","2021","6","10","1.0","0.6","0.8","1.0",NA,NA,NA,"6.5","31.5","28.0","32.5","25.8"
"Changi","2021","6","11","0.2","0.2","0.2","0.2",NA,NA,NA,"7.0","31.5","28.5","31.4","25.5"
"Changi","2021","6","12","3.6","3.4","3.4","3.4",NA,NA,NA,"9.1","46.3","28.7","32.9","25.0"
"Changi","2021","6","13","15.2","14.0","15.2","15.2",NA,NA,NA,"8.9","44.4","28.4","31.7","23.6"
"Changi","2021","6","14","0.0","0.0","0.0","0.0",NA,NA,NA,"7.0","37.0","29.0","33.0","26.2"
"Changi","2021","6","15","1.8","1.8","1.8","1.8",NA,NA,NA,"6.1","38.9","27.6","31.8","25.4"
"Changi","2021","6","16","0.0","0.0","0.0","0.0",NA,NA,NA,"5.3","18.5","28.1","31.7","25.2"
"Changi","2021","6","17","0.0","0.0","0.0","0.0",NA,NA,NA,"7.9","42.6","29.0","32.9","25.8"
"Changi","2021","6","18","23.8","14.8","16.0","17.6",NA,NA,NA,"4.5","35.2","26.6","29.5","23.4"
"Changi","2021","6","19","0.0","0.0","0.0","0.0",NA,NA,NA,"5.0","22.2","28.2","32.6","25.9"
"Changi","2021","6","20","1.6","0.8","1.2","1.6",NA,NA,NA,"6.5","38.9","27.4","31.8","23.5"
"Changi","2021","6","21","0.2","0.2","0.2","0.2",NA,NA,NA,"6.2","25.9","28.6","32.8","24.7"
"Changi","2021","6","22","0.2","0.2","0.2","0.2",NA,NA,NA,"6.9","33.3","28.4","31.5","24.9"
"Changi","2021","6","23","0.0","0.0","0.0","0.0",NA,NA,NA,"6.3","29.6","29.0","33.6","25.3"
"Changi","2021","6","24","6.8","4.2","4.8","5.6",NA,NA,NA,"5.9","31.5","28.2","32.9","24.3"
"Changi","2021","6","25","6.2","5.2","6.2","6.2",NA,NA,NA,"4.9","29.6","27.4","31.6","25.8"
"Changi","2021","6","26","11.4","5.4","8.8","11.4",NA,NA,NA,"5.2","31.5","27.8","31.9","24.0"
"Changi","2021","6","27","0.4","0.4","0.4","0.4",NA,NA,NA,"4.6","24.1","27.5","29.6","26.3"
"Changi","2021","6","28","0.2","0.2","0.2","0.2",NA,NA,NA,"7.9","29.6","28.8","32.0","26.1"
"Changi","2021","6","29","15.4","8.0","10.2","11.6",NA,NA,NA,"5.8","25.9","27.6","32.3","23.9"
"Changi","2021","6","30","0.0","0.0","0.2","1.6",NA,NA,NA,"6.6","25.9","28.1","32.3","24.4"
"Changi","2021","7","1","2.2","2.0","2.0","2.2",NA,NA,NA,"10.6","38.9","29.2","32.4","27.5"
"Changi","2021","7","2","0.0","0.0","0.0","0.0",NA,NA,NA,"6.6","35.2","28.9","33.0","26.8"
"Changi","2021","7","3","25.4","23.4","24.8","25.2",NA,NA,NA,"5.9","51.9","28.0","32.7","23.5"
"Changi","2021","7","4","3.0","0.6","1.0","1.4",NA,NA,NA,"4.4","31.5","26.3","28.6","24.0"
"Changi","2021","7","5","1.6","1.6","1.6","1.6",NA,NA,NA,"6.7","42.6","28.1","30.5","26.1"
"Changi","2021","7","6","0.0","0.0","0.0","0.0",NA,NA,NA,"4.8","24.1","28.2","30.5","26.4"
"Changi","2021","7","7","0.0","0.0","0.0","0.0",NA,NA,NA,"7.3","35.2","28.5","31.6","26.3"
"Changi","2021","7","8","0.0","0.0","0.0","0.0",NA,NA,NA,"9.3","33.3","29.3","32.5","26.7"
"Changi","2021","7","9","0.0","0.0","0.0","0.0",NA,NA,NA,"11.0","35.2","29.3","32.5","27.2"
"Changi","2021","7","10","11.2","3.0","4.6","8.2",NA,NA,NA,"5.3","33.3","26.4","28.2","24.4"
"Changi","2021","7","11","21.8","17.0","19.4","19.4",NA,NA,NA,"5.5","51.9","26.6","30.3","23.4"
"Changi","2021","7","12","43.2","16.0","23.6","39.2",NA,NA,NA,"5.9","37.0","26.5","32.6","23.7"
"Changi","2021","7","13","75.0","30.8","48.8","54.4",NA,NA,NA,"7.5","35.2","25.1","27.1","23.2"
"Changi","2021","7","14","0.4","0.2","0.2","0.2",NA,NA,NA,"7.8","33.3","27.0","28.9","24.7"
"Changi","2021","7","15","0.0","0.0","0.0","0.0",NA,NA,NA,"9.1","27.8","28.5","32.2","25.2"
"Changi","2021","7","16","0.0","0.0","0.0","0.0",NA,NA,NA,"13.7","37.0","29.6","32.8","27.8"
"Changi","2021","7","17","0.0","0.0","0.0","0.0",NA,NA,NA,"11.7","31.5","29.3","32.3","27.3"
"Changi","2021","7","18","0.0","0.0","0.0","0.0",NA,NA,NA,"9.2","33.3","29.5","32.5","27.1"
"Changi","2021","7","19","0.2","0.2","0.2","0.2",NA,NA,NA,"7.2","29.6","28.6","31.7","27.2"
"Changi","2021","7","20","0.0","0.0","0.0","0.0",NA,NA,NA,"7.8","27.8","29.5","32.6","26.6"
"Changi","2021","7","21","0.0","0.0","0.0","0.0",NA,NA,NA,"11.3","33.3","29.6","32.7","27.3"
"Changi","2021","7","22","0.0","0.0","0.0","0.0",NA,NA,NA,"11.3","35.2","29.8","32.9","27.3"
"Changi","2021","7","23","2.2","0.6","1.0","1.4",NA,NA,NA,"7.6","46.3","29.0","33.0","25.9"
"Changi","2021","7","24","0.0","0.0","0.0","0.8",NA,NA,NA,"10.3","29.6","29.3","33.2","26.8"
"Changi","2021","7","25","0.0","0.0","0.0","0.0",NA,NA,NA,"12.5","33.3","29.9","32.9","27.5"
"Changi","2021","7","26","0.0","0.0","0.0","0.0",NA,NA,NA,"11.7","31.5","29.6","32.4","27.6"
"Changi","2021","7","27","0.0","0.0","0.0","0.0",NA,NA,NA,"9.0","37.0","29.5","32.1","27.3"
"Changi","2021","7","28","0.0","0.0","0.0","0.0",NA,NA,NA,"11.8","33.3","29.6","33.1","27.4"
"Changi","2021","7","29","0.0","0.0","0.0","0.0",NA,NA,NA,"12.0","37.0","29.8","32.8","27.7"
"Changi","2021","7","30","0.0","0.0","0.0","0.0",NA,NA,NA,"11.3","31.5","30.1","33.4","28.1"
"Changi","2021","7","31","9.6","9.6","9.6","9.6",NA,NA,NA,"9.3","44.4","28.6","31.0","23.8"
"Changi","2021","8","1","20.4","11.0","18.0","20.4",NA,NA,NA,"4.6","42.6","27.7","30.9","23.1"
"Changi","2021","8","2","0.2","0.2","0.2","0.2",NA,NA,NA,"6.6","29.6","28.5","32.9","26.4"
